nu0_Hz,T_eff,tau_s,reduced_tau,mean_hops,mean_tortuosity
1000000000000.0,1.0,5.4197061598939575e-11,54.19706159893958,4.07,2.58314317138758
10000000000000.0,1.0,5.419706159893958e-12,54.197061598939584,4.07,2.58314317138758
100000000000000.0,1.0,5.419706159893958e-13,54.19706159893958,4.07,2.58314317138758
